Subject,Grade,Scored,Year,District,School,County,Category,Score,Students
English,3,79,2021,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Basic,21.5,17
English,4,94,2021,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Basic,31.9,30
Math,3,79,2021,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Basic,22.8,19
Math,4,94,2021,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Basic,43.6,41
Science,4,94,2021,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Basic,16,16
English,5,72,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,34.7,25
English,6,90,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,23.3,21
English,7,98,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,31.6,31
English,8,93,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,44.1,42
Math,5,71,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,40.8,29
Math,6,90,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,45.6,42
Math,7,97,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,23.7,23
Math,8,90,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,25.6,24
Science,8,91,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,24.2,23
English,6,140,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,22.9,33
English,7,151,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,24.5,37
English,8,153,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,25.5,40
Math,6,140,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,40.7,57
Math,7,149,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,26.2,40
Math,8,149,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,30.2,45
Science,8,150,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,20.7,32
English,3,152,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Basic,17.8,28
English,4,159,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Basic,37.1,59
English,5,151,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Basic,21.2,33
Math,3,152,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Basic,15.1,23
Math,4,159,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Basic,30.2,49
Math,5,154,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Basic,26.6,41
Science,4,158,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Basic,12,19
English,3,90980,2021,,,State,BelowBasic,14,12738
English,4,91862,2021,,,State,BelowBasic,11.9,10932
English,5,91028,2021,,,State,BelowBasic,10.6,9649
English,6,90232,2021,,,State,BelowBasic,7.1,6407
English,7,90515,2021,,,State,BelowBasic,3.9,3531
English,8,85686,2021,,,State,BelowBasic,11.4,9769
Math,3,91693,2021,,,State,BelowBasic,31,28425
Math,4,92387,2021,,,State,BelowBasic,33.9,31320
Math,5,90866,2021,,,State,BelowBasic,31.3,28442
Math,6,90563,2021,,,State,BelowBasic,35.1,31788
Math,7,90812,2021,,,State,BelowBasic,46.1,41865
Math,8,85253,2021,,,State,BelowBasic,53.5,45611
Science,4,91071,2021,,,State,BelowBasic,7.6,6922
Science,8,84244,2021,,,State,BelowBasic,26.7,22494
English,3,50,2021,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,14,8
English,4,53,2021,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,7.5,4
English,5,60,2021,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,13.3,8
English,6,46,2021,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,6.5,3
Math,3,50,2021,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,26,13
Math,4,53,2021,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,34,19
Math,5,60,2021,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,30,18
Math,6,46,2021,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,39.1,18
Science,4,53,2021,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,1.9,2
English,7,56,2021,BENTON AREA SD,BENTON AREA MS,Columbia,BelowBasic,5.4,4
English,8,39,2021,BENTON AREA SD,BENTON AREA MS,Columbia,BelowBasic,10.3,5
Math,7,56,2021,BENTON AREA SD,BENTON AREA MS,Columbia,BelowBasic,57.1,32
Math,8,39,2021,BENTON AREA SD,BENTON AREA MS,Columbia,BelowBasic,79.5,32
Science,8,39,2021,BENTON AREA SD,BENTON AREA MS,Columbia,BelowBasic,15.4,7
English,5,157,2021,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,8.9,14
English,6,136,2021,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,10.3,15
English,7,155,2021,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,0.6,1
English,8,170,2021,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,7.1,13
Math,5,158,2021,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,37.3,59
Math,6,136,2021,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,35.3,49
Math,7,153,2021,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,42.5,66
Math,8,168,2021,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,58.3,98
Science,8,169,2021,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,31.4,54
English,3,29,2021,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,BelowBasic,17.2,5
English,4,25,2021,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,BelowBasic,12,3
Math,3,29,2021,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,BelowBasic,27.6,9
Math,4,25,2021,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,BelowBasic,16,4
Science,4,25,2021,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,BelowBasic,0,0
English,3,52,2021,BERWICK AREA SD,SALEM EL SCH,Columbia,BelowBasic,0,0
English,4,52,2021,BERWICK AREA SD,SALEM EL SCH,Columbia,BelowBasic,5.8,4
Math,3,52,2021,BERWICK AREA SD,SALEM EL SCH,Columbia,BelowBasic,9.6,5
Math,4,53,2021,BERWICK AREA SD,SALEM EL SCH,Columbia,BelowBasic,22.6,12
Science,4,53,2021,BERWICK AREA SD,SALEM EL SCH,Columbia,BelowBasic,1.9,2
English,3,72,2021,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,BelowBasic,13.9,11
English,4,74,2021,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,BelowBasic,10.8,8
Math,3,75,2021,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,BelowBasic,34.7,27
Math,4,74,2021,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,BelowBasic,31.1,24
Science,4,73,2021,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,BelowBasic,5.5,5
English,3,23,2021,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,BelowBasic,4.3,1
English,4,16,2021,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,BelowBasic,0,0
English,5,12,2021,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,BelowBasic,8.3,1
Math,3,23,2021,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,BelowBasic,8.7,3
Math,4,16,2021,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,BelowBasic,18.8,4
Math,5,12,2021,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,BelowBasic,8.3,1
Science,4,16,2021,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,BelowBasic,0,0
English,6,87,2021,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,BelowBasic,3.4,3
English,7,100,2021,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,BelowBasic,4,4
English,8,97,2021,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,BelowBasic,12.4,13
Math,6,87,2021,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,BelowBasic,29.9,27
Math,7,100,2021,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,BelowBasic,55,56
Math,8,99,2021,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,BelowBasic,47.5,48
Science,8,97,2021,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,BelowBasic,21.6,21
English,3,52,2021,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,BelowBasic,9.6,5
English,4,58,2021,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,BelowBasic,8.6,5
English,5,59,2021,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,BelowBasic,13.6,9
Math,3,54,2021,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,BelowBasic,27.8,16
Math,4,58,2021,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,BelowBasic,27.6,17
Math,5,60,2021,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,BelowBasic,48.3,29
Science,4,58,2021,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,BelowBasic,1.7,1
English,3,24,2021,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,BelowBasic,29.2,8
English,4,33,2021,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,BelowBasic,6.1,3
English,5,19,2021,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,BelowBasic,0,0
Math,3,24,2021,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,BelowBasic,37.5,9
Math,4,33,2021,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,BelowBasic,42.4,14
Math,5,19,2021,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,BelowBasic,15.8,4
Science,4,33,2021,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,BelowBasic,3,1
English,3,112,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,BelowBasic,4.5,6
English,4,129,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,BelowBasic,3.1,4
Math,3,112,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,BelowBasic,9.8,11
Math,4,128,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,BelowBasic,16.4,21
Science,4,128,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,BelowBasic,1.6,3
English,5,149,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,BelowBasic,2,3
English,6,136,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,BelowBasic,3.7,6
English,7,139,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,BelowBasic,2.2,4
English,8,143,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,BelowBasic,4.2,7
Math,5,150,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,BelowBasic,11.3,17
Math,6,134,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,BelowBasic,20.1,27
Math,7,138,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,BelowBasic,23.2,33
Math,8,142,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,BelowBasic,24.6,35
Science,8,143,2021,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,BelowBasic,14,21
English,3,32,2021,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,BelowBasic,9.4,4
English,4,41,2021,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,BelowBasic,9.8,5
English,5,47,2021,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,BelowBasic,2.1,1
English,6,51,2021,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,BelowBasic,0,0
Math,3,32,2021,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,BelowBasic,40.6,13
Math,4,41,2021,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,BelowBasic,17.1,8
Math,5,47,2021,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,BelowBasic,10.6,5
Math,6,51,2021,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,BelowBasic,37.3,20
Science,4,41,2021,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,BelowBasic,4.9,3
English,7,43,2021,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,BelowBasic,0,0
English,8,38,2021,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,BelowBasic,2.6,1
Math,7,42,2021,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,BelowBasic,42.9,19
Math,8,38,2021,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,BelowBasic,44.7,17
Science,8,37,2021,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,BelowBasic,13.5,5
English,3,79,2021,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,BelowBasic,8.9,8
English,4,94,2021,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,BelowBasic,2.1,2
Math,3,79,2021,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,BelowBasic,11.4,10
Math,4,94,2021,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,BelowBasic,12.8,13
Science,4,94,2021,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,BelowBasic,1.1,2
English,5,72,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,BelowBasic,2.8,3
English,6,90,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,BelowBasic,4.4,4
English,7,98,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,BelowBasic,1,1
English,8,93,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,BelowBasic,4.3,4
Math,5,71,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,BelowBasic,14.1,11
Math,6,90,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,BelowBasic,31.1,28
Math,7,97,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,BelowBasic,32,32
Math,8,90,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,BelowBasic,57.8,53
Science,8,91,2021,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,BelowBasic,15.4,15
English,6,140,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,BelowBasic,7.9,12
English,7,151,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,BelowBasic,1.3,2
English,8,153,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,BelowBasic,8.5,14
Math,6,140,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,BelowBasic,23.6,34
Math,7,149,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,BelowBasic,34.2,51
Math,8,149,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,BelowBasic,39.6,60
Science,8,150,2021,DANVILLE AREA SD,DANVILLE AREA MS,Montour,BelowBasic,16.7,26
English,3,152,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,BelowBasic,8.6,14
English,4,159,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,BelowBasic,5.7,10
English,5,151,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,BelowBasic,4,7
Math,3,152,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,BelowBasic,21.7,33
Math,4,159,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,BelowBasic,23.9,39
Math,5,154,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,BelowBasic,13,21
Science,4,158,2021,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,BelowBasic,1.3,3
English,3,114398,2022,,,State,Top,52.400000000000006,59945
English,4,114533,2022,,,State,Top,52.2,59787
English,5,116274,2022,,,State,Top,53.599999999999994,62323
English,6,115785,2022,,,State,Top,56.1,64956
English,7,118352,2022,,,State,Top,57.3,67816
English,8,119366,2022,,,State,Top,55.7,66487
Math,3,114714,2022,,,State,Top,47.8,54834
Math,4,114822,2022,,,State,Top,42.3,48570
Math,5,116489,2022,,,State,Top,35.5,41354
Math,6,115844,2022,,,State,Top,32.2,37302
Math,7,118357,2022,,,State,Top,27.099999999999998,32075
Math,8,119039,2022,,,State,Top,22.5,26784
Science,4,114497,2022,,,State,Top,73.7,84385
Science,8,118412,2022,,,State,Top,51.1,60509
English,3,38,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Top,60.5,23
English,4,48,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Top,68.7,33
English,5,56,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Top,62.5,35
English,6,57,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Top,70.2,41
Math,3,37,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Top,56.7,21
Math,4,48,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Top,50.1,25
Math,5,56,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Top,46.400000000000006,26
Math,6,57,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Top,59.599999999999994,34
Science,4,48,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Top,87.6,43
English,7,49,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Top,65.3,32
English,8,58,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Top,60.4,36
Math,7,49,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Top,18.299999999999997,9
Math,8,58,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Top,15.5,9
Science,8,58,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Top,53.5,32
English,3,74,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Top,58.1,43
English,4,58,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Top,65.5,38
Math,3,74,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Top,52.7,39
Math,4,59,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Top,55.9,33
Science,4,59,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Top,89.8,53
English,3,39,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Top,69.19999999999999,27
English,4,29,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Top,55.099999999999994,16
Math,3,39,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Top,51.3,21
Math,4,29,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Top,34.5,11
Science,4,29,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Top,72.4,21
English,5,175,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Top,49.199999999999996,87
English,6,202,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Top,59.900000000000006,121
English,7,166,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Top,58.5,98
English,8,179,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Top,62.599999999999994,113
Math,5,174,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Top,29.3,51
Math,6,201,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Top,35.8,72
Math,7,167,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Top,21.599999999999998,37
Math,8,180,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Top,21.1,38
Science,8,177,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Top,46.3,82
English,3,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Top,48.9,45
English,4,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Top,46.8,44
Math,3,93,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Top,36.6,35
Math,4,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Top,40.2,37
Science,4,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Top,78.3,73
English,3,49,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Top,69.4,35
English,4,56,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Top,50,28
English,5,67,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Top,67.10000000000001,45
Math,3,49,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Top,75.6,38
Math,4,56,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Top,48.2,27
Math,5,67,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Top,40.3,28
Science,4,56,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Top,83.9,47
English,3,36,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Top,77.69999999999999,28
English,4,25,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Top,44,11
English,5,34,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Top,73.6,26
Math,3,36,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Top,88.9,33
Math,4,25,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Top,56,15
Math,5,34,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Top,55.9,20
Science,4,25,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Top,68,17
English,3,14,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Top,78.6,12
English,4,21,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Top,85.7,18
English,5,17,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Top,64.7,11
Math,3,14,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Top,71.4,10
Math,4,21,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Top,71.5,16
Math,5,18,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Top,33.4,7
Science,4,21,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Top,100,21
English,6,106,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Top,50,53
English,7,89,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Top,64,57
English,8,111,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Top,55.8,62
Math,6,106,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Top,32,34
Math,7,89,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Top,35.9,32
Math,8,111,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Top,19.8,22
Science,8,111,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Top,49.5,55
English,5,126,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Top,65.9,84
English,6,156,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Top,75,117
English,7,147,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Top,66,98
English,8,148,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Top,71.6,106
Math,5,129,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Top,59,77
Math,6,158,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Top,63.300000000000004,101
Math,7,147,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Top,42.9,64
Math,8,149,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Top,40.9,61
Science,8,148,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Top,69,103
English,3,132,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Top,60.6,80
English,4,119,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Top,70.6,85
Math,3,132,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Top,63.6,84
Math,4,119,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Top,66.4,80
Science,4,119,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Top,95,114
English,7,52,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Top,61.6,33
English,8,38,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Top,60.5,23
Math,7,50,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Top,24,12
Math,8,38,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Top,23.7,10
Science,8,38,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Top,57.9,23
English,3,38,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Top,73.7,29
English,4,34,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Top,52.9,18
English,5,39,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Top,56.400000000000006,22
English,6,53,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Top,75.5,41
Math,3,38,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Top,55.3,22
Math,4,34,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Top,35.3,13
Math,5,39,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Top,43.6,18
Math,6,53,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Top,30.1,16
Science,4,34,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Top,82.30000000000001,28
English,3,83,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Top,72.3,61
